AGE,SEGMENT,GENDER,MARITAL_STATUS,PROFESSION,MARKET
29,Music,M,Married,Executive,DC
36,Music,M,Married,Sales,New York
21,Sports,M,Single,Student,Los Angeles
21,Sports,M,Single,Student,Los Angeles
21,Sports,M,Single,Student,New York
21,Sports,M,Single,Student,Los Angeles
31,Music,M,Married,Other,New York
36,Music,F,Married,Retail,New York
36,Music,F,Married,Retail,New York
36,Music,F,Married,Retail,New York
36,Arts,F,Married,Retail,Los Angeles
31,Music,M,Married,Sales,New York
47,Sports,M,Unspecified,Trades,Los Angeles
44,Arts,F,Married,Other,Chicago
44,Music,F,Married,Other,New York
44,Music,F,Married,Other,New York
37,Music,F,Married,Other,New York
23,Music,M,Single,Professional,New York
44,Music,M,Married,Trades,New York
44,Family,M,Married,Trades,Chicago
32,Music,F,Married,Other,DC
22,Sports,F,Single,Student,Los Angeles
22,Sports,F,Single,Student,New York
29,Music,M,Married,Executive,New York
29,Music,M,Married,Executive,Chicago
29,Music,M,Married,Executive,New York
29,Arts,M,Married,Executive,Los Angeles
37,Music,F,Married,Other,New York
58,Sports,F,Married,Retired,Los Angeles
58,Sports,F,Married,Retired,New York
32,Arts,M,Single,Professional,Chicago
32,Arts,M,Single,Professional,Chicago
35,Music,M,Unspecified,Trades,New York
35,Music,M,Unspecified,Trades,New York
25,Sports,M,Single,Professional,Los Angeles
36,Music,F,Married,Other,New York
40,Music,M,Married,Other,New York
40,Music,M,Married,Other,Los Angeles
40,Music,M,Married,Other,New York
39,Arts,M,Single,Other,Chicago
39,Arts,M,Single,Other,Los Angeles
40,Sports,F,Married,Retired,Los Angeles
25,Music,M,Married,Sales,Chicago
38,Music,F,Unspecified,Hospitality,New York
23,Arts,F,Single,Other,Chicago
32,Music,F,Single,Retail,Los Angeles
17,Sports,M,Single,Student,Chicago
47,Sports,F,Married,Professional,New York
32,Arts,M,Single,Trades,Chicago
23,Sports,M,Single,Student,New York
26,Sports,F,Single,Student,Los Angeles
25,Arts,F,Single,Other,Chicago
26,Music,M,Married,Sales,New York
26,Music,M,Married,Sales,New York
36,Sports,F,Unspecified,Hospitality,New York
49,Music,F,Married,Executive,New York
49,Music,F,Married,Executive,New York
48,Arts,F,Married,Other,DC
49,Sports,F,Married,Professional,New York
36,Sports,F,Married,Other,Chicago
19,Sports,F,Single,Professional,Los Angeles
43,Music,M,Married,Sales,New York
43,Music,M,Married,Sales,New York
43,Sports,M,Married,Sales,DC
21,Sports,M,Single,Student,Los Angeles
34,Music,F,Married,Executive,New York
34,Music,F,Married,Executive,New York
36,Music,M,Married,Other,New York
55,Arts,F,Married,Other,Chicago
36,Family,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
50,Arts,F,Married,Other,Chicago
54,Arts,F,Married,Other,Chicago
54,Arts,M,Married,Professional,Los Angeles
54,Arts,M,Married,Professional,Chicago
54,Arts,M,Married,Professional,Chicago
37,Sports,M,Married,Executive,Los Angeles
37,Sports,M,Married,Executive,Los Angeles
37,Music,M,Married,Sales,New York
37,Sports,M,Married,Sales,Los Angeles
44,Family,M,Married,Other,Chicago
44,Sports,M,Married,Other,New York
32,Arts,F,Married,Other,Los Angeles
24,Sports,F,Single,Other,Los Angeles
28,Arts,F,Married,Other,Chicago
19,Sports,F,Single,Sales,Los Angeles
56,Sports,F,Unspecified,Hospitality,Los Angeles
35,Music,M,Married,Other,New York
20,Music,F,Single,Hospitality,New York
45,Arts,F,Married,Other,Chicago
45,Arts,F,Married,Other,Los Angeles
38,Music,M,Married,Other,New York
38,Music,M,Married,Other,New York
38,Music,M,Married,Other,DC
49,Arts,F,Married,Sales,Chicago
29,Music,F,Single,Hospitality,New York
29,Music,F,Single,Hospitality,New York
29,Music,F,Single,Hospitality,New York
29,Arts,F,Single,Hospitality,Chicago
29,Arts,F,Single,Hospitality,Chicago
27,Sports,F,Married,Executive,Los Angeles
25,Sports,F,Single,Professional,Los Angeles
26,Arts,F,Single,Sales,Chicago
26,Arts,F,Single,Sales,Chicago
40,Music,F,Married,Other,New York
40,Music,F,Married,Other,New York
24,Sports,F,Single,Other,Los Angeles
25,Sports,F,Single,Professional,Los Angeles
37,Sports,F,Single,Other,Los Angeles
31,Music,M,Single,Other,New York
31,Music,M,Single,Other,New York
32,Music,M,Married,Executive,New York
32,Music,M,Married,Executive,New York
41,Music,F,Unspecified,Hospitality,New York
34,Arts,M,Single,Sales,Chicago
34,Arts,M,Single,Sales,Chicago
25,Sports,F,Single,Professional,Los Angeles
20,Music,M,Single,Trades,New York
20,Music,M,Single,Trades,DC
45,Music,F,Married,Hospitality,New York
48,Sports,F,Unspecified,Hospitality,Los Angeles
48,Sports,F,Unspecified,Hospitality,New York
22,Music,M,Single,Other,New York
32,Music,F,Married,Executive,New York
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Los Angeles
23,Arts,M,Single,Other,Chicago
25,Arts,M,Single,Retail,Chicago
25,Arts,M,Single,Retail,Los Angeles
22,Sports,F,Single,Other,New York
42,Arts,M,Single,Sales,Chicago
24,Music,F,Single,Other,New York
26,Sports,M,Married,Professional,Los Angeles
56,Family,M,Married,Other,Chicago
56,Family,M,Married,Other,Los Angeles
56,Family,M,Married,Other,Chicago
24,Music,M,Single,Executive,DC
24,Music,M,Single,Executive,New York
44,Music,M,Married,Executive,New York
44,Family,M,Married,Executive,Chicago
44,Family,M,Married,Executive,Chicago
52,Arts,F,Unspecified,Sales,Chicago
52,Arts,F,Unspecified,Sales,Chicago
52,Arts,F,Unspecified,Sales,Chicago
52,Arts,F,Unspecified,Sales,New York
52,Arts,F,Unspecified,Sales,Chicago
23,Sports,F,Single,Sales,Los Angeles
23,Family,F,Single,Sales,DC
23,Music,F,Single,Sales,New York
45,Arts,F,Married,Other,DC
45,Arts,F,Married,Other,Chicago
28,Sports,F,Single,Professional,Los Angeles
28,Sports,F,Single,Professional,Los Angeles
46,Music,F,Married,Hospitality,New York
46,Music,F,Married,Hospitality,New York
46,Music,F,Married,Hospitality,New York
46,Music,F,Married,Hospitality,New York
19,Arts,M,Single,Sales,Chicago
19,Arts,M,Single,Sales,Los Angeles
19,Arts,M,Single,Sales,Chicago
29,Music,M,Single,Executive,New York
29,Music,M,Single,Executive,New York
29,Music,M,Single,Executive,New York
29,Music,M,Single,Executive,New York
28,Sports,F,Single,Professional,New York
28,Sports,F,Single,Professional,Los Angeles
28,Sports,F,Single,Professional,New York
21,Sports,F,Single,Professional,New York
21,Sports,F,Single,Professional,New York
36,Music,M,Married,Executive,New York
36,Music,M,Married,Executive,New York
36,Music,M,Married,Executive,Chicago
36,Music,M,Married,Executive,Los Angeles
23,Sports,F,Single,Professional,Los Angeles
23,Sports,F,Single,Professional,Los Angeles
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,Los Angeles
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,Los Angeles
20,Sports,F,Married,Other,Los Angeles
20,Music,F,Married,Other,New York
20,Arts,F,Married,Other,New York
22,Music,F,Single,Hospitality,New York
22,Music,F,Single,Hospitality,New York
47,Arts,F,Married,Other,Chicago
47,Arts,F,Married,Other,Chicago
47,Music,F,Married,Other,DC
47,Arts,F,Married,Other,Los Angeles
47,Arts,F,Married,Other,Chicago
39,Sports,F,Single,Professional,Los Angeles
39,Sports,F,Single,Professional,Los Angeles
37,Sports,F,Single,Professional,Los Angeles
37,Sports,F,Single,Professional,Los Angeles
36,Music,F,Married,Executive,New York
36,Music,F,Married,Executive,New York
36,Music,F,Married,Executive,New York
36,Music,F,Married,Executive,New York
36,Music,F,Married,Executive,DC
37,Music,F,Single,Retail,New York
37,Music,F,Single,Retail,New York
37,Music,F,Single,Retail,New York
37,Music,F,Single,Retail,New York
37,Arts,F,Single,Retail,Los Angeles
38,Sports,M,Married,Professional,Los Angeles
38,Sports,M,Married,Professional,New York
37,Music,M,Married,Sales,Chicago
37,Music,M,Married,Sales,New York
37,Music,M,Married,Sales,New York
37,Music,M,Married,Sales,Chicago
37,Music,M,Married,Sales,New York
44,Family,M,Married,Other,Chicago
44,Family,M,Married,Other,Chicago
44,Family,M,Married,Other,Chicago
44,Family,M,Married,Other,Chicago
31,Music,M,Single,Professional,New York
31,Music,M,Single,Professional,New York
31,Music,M,Single,Professional,New York
27,Arts,M,Single,Sales,Chicago
27,Arts,M,Single,Sales,DC
27,Arts,M,Single,Sales,Chicago
23,Music,M,Single,Sales,New York
23,Arts,M,Single,Sales,Los Angeles
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
50,Arts,F,Married,Other,Chicago
50,Arts,F,Married,Other,Chicago
50,Family,F,Married,Other,Chicago
50,Arts,F,Married,Other,Los Angeles
50,Arts,F,Married,Other,Chicago
18,Sports,F,Single,Other,Los Angeles
18,Sports,F,Single,Other,Los Angeles
26,Sports,F,Single,Other,Los Angeles
26,Sports,F,Single,Other,Los Angeles
22,Sports,M,Single,Student,Los Angeles
22,Music,M,Single,Student,Los Angeles
22,Sports,M,Single,Student,Los Angeles
44,Family,M,Married,Other,Chicago
44,Family,M,Married,Other,Chicago
44,Family,M,Married,Other,Chicago
19,Sports,F,Single,Professional,Los Angeles
19,Sports,F,Single,Professional,New York
19,Sports,F,Single,Professional,New York
44,Family,M,Married,Trades,Chicago
44,Family,M,Married,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
28,Music,F,Single,Hospitality,New York
28,Music,F,Single,Hospitality,New York
28,Music,F,Single,Hospitality,DC
28,Music,F,Single,Hospitality,New York
37,Sports,M,Single,Sales,Los Angeles
37,Arts,M,Single,Sales,Chicago
37,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
52,Family,M,Unspecified,Other,Chicago
52,Family,M,Unspecified,Other,Chicago
52,Family,M,Unspecified,Other,Chicago
52,Sports,M,Unspecified,Other,Los Angeles
52,Family,M,Unspecified,Other,Chicago
46,Family,M,Married,Professional,Chicago
46,Arts,M,Married,Professional,DC
46,Arts,M,Married,Professional,Chicago
46,Family,M,Married,Professional,Chicago
46,Arts,M,Married,Professional,New York
27,Sports,F,Single,Professional,Los Angeles
27,Sports,F,Single,Professional,Los Angeles
27,Sports,F,Single,Professional,Los Angeles
27,Sports,F,Single,Professional,Los Angeles
27,Sports,F,Single,Professional,Los Angeles
27,Sports,F,Single,Professional,New York
26,Music,M,Single,Other,Los Angeles
26,Music,M,Single,Other,New York
40,Music,M,Married,Other,New York
40,Music,M,Married,Other,New York
28,Sports,M,Married,Sales,Los Angeles
37,Music,F,Married,Other,New York
36,Arts,M,Single,Professional,Chicago
36,Sports,M,Single,Professional,Chicago
37,Music,M,Married,Other,New York
34,Music,M,Married,Executive,New York
29,Music,M,Unspecified,Other,New York
35,Music,M,Married,Sales,New York
39,Sports,F,Single,Other,New York
26,Music,F,Single,Other,New York
26,Music,F,Single,Other,New York
26,Music,F,Single,Other,New York
34,Music,M,Married,Other,New York
49,Music,F,Married,Executive,New York
37,Family,M,Unspecified,Trades,Chicago
33,Music,M,Single,Executive,New York
29,Music,F,Single,Other,New York
29,Music,F,Single,Other,New York
26,Music,M,Single,Sales,New York
25,Music,F,Single,Other,New York
25,Family,F,Single,Other,Chicago
25,Music,F,Single,Other,New York
40,Music,M,Married,Trades,New York
20,Arts,M,Single,Retail,Chicago
20,Arts,M,Single,Retail,Chicago
20,Arts,M,Single,Retail,Chicago
20,Arts,M,Single,Retail,Chicago
20,Arts,M,Single,Retail,New York
34,Music,F,Married,Hospitality,New York
34,Music,F,Married,Hospitality,New York
37,Arts,F,Married,Other,Chicago
37,Music,F,Married,Other,New York
37,Music,F,Married,Other,New York
29,Sports,F,Single,Retail,New York
25,Music,M,Single,Other,New York
30,Sports,F,Married,Retail,Los Angeles
28,Sports,F,Married,Sales,New York
23,Sports,F,Single,Student,Los Angeles
41,Music,M,Married,Trades,New York
62,Sports,F,Married,Retired,Los Angeles
62,Sports,F,Married,Retired,Los Angeles
48,Family,M,Married,Other,DC
48,Family,M,Married,Other,New York
40,Sports,F,Married,Executive,Chicago
35,Music,F,Married,Other,New York
35,Music,F,Married,Other,New York
64,Sports,F,Unspecified,Hospitality,Los Angeles
20,Arts,F,Single,Student,Los Angeles
20,Sports,F,Single,Student,New York
22,Arts,M,Single,Other,Chicago
22,Arts,M,Single,Other,Chicago
22,Arts,M,Single,Sales,Chicago
56,Family,M,Married,Other,Chicago
56,Family,M,Married,Other,Chicago
37,Sports,F,Single,Professional,New York
36,Music,M,Married,Trades,New York
32,Sports,F,Married,Other,New York
28,Music,M,Single,Professional,New York
28,Music,M,Single,Professional,New York
23,Sports,F,Single,Other,New York
28,Arts,M,Single,Sales,Chicago
28,Arts,M,Single,Sales,Chicago
20,Sports,M,Single,Student,Los Angeles
24,Music,M,Single,Executive,New York
24,Music,M,Single,Executive,New York
23,Music,M,Single,Trades,New York
23,Music,M,Single,Trades,New York
44,Sports,F,Married,Retired,New York
46,Sports,F,Married,Executive,Los Angeles
36,Sports,M,Married,Other,Los Angeles
37,Music,F,Married,Other,New York
37,Music,F,Married,Other,New York
25,Music,M,Single,Professional,New York
34,Music,F,Married,Other,New York
27,Sports,F,Unspecified,Professional,Los Angeles
29,Arts,F,Married,Sales,Chicago
25,Arts,F,Married,Other,Chicago
63,Arts,F,Married,Other,Chicago
27,Music,M,Married,Sales,New York
29,Sports,F,Single,Retail,Los Angeles
19,Music,M,Single,Professional,DC
25,Music,F,Single,Other,New York
34,Music,F,Single,Retail,New York
38,Sports,F,Married,Professional,Los Angeles
51,Family,M,Married,Other,New York
51,Family,M,Married,Other,Chicago
51,Family,M,Married,Other,Chicago
51,Sports,M,Married,Other,Los Angeles
49,Sports,F,Married,Professional,Los Angeles
40,Arts,M,Married,Professional,Chicago
47,Music,M,Unspecified,Trades,DC
47,Sports,M,Unspecified,Trades,New York
45,Family,F,Married,Other,Chicago
44,Arts,F,Married,Other,DC
41,Music,F,Married,Other,New York
41,Music,F,Married,Other,New York
41,Music,F,Married,Other,New York
28,Music,F,Single,Other,New York
29,Music,M,Married,Other,New York
29,Music,M,Married,Other,New York
37,Sports,F,Single,Professional,New York
33,Music,F,Married,Other,Los Angeles
20,Sports,F,Single,Professional,Los Angeles
54,Arts,F,Married,Other,Chicago
40,Music,M,Married,Trades,New York
32,Sports,F,Married,Professional,New York
46,Sports,F,Married,Other,Los Angeles
30,Arts,M,Single,Trades,DC
30,Arts,M,Single,Trades,Chicago
54,Arts,F,Married,Other,Los Angeles
40,Music,F,Married,Professional,New York
40,Sports,F,Married,Professional,Los Angeles
20,Sports,M,Single,Student,Los Angeles
20,Sports,M,Single,Student,New York
41,Arts,M,Single,Other,Chicago
41,Arts,M,Single,Other,New York
41,Arts,M,Single,Other,Chicago
41,Music,M,Married,Trades,New York
41,Music,M,Married,Trades,New York
28,Music,M,Single,Other,New York
28,Music,M,Single,Other,New York
48,Music,F,Married,Hospitality,New York
33,Music,F,Married,Retail,New York
37,Music,M,Single,Executive,New York
37,Music,M,Single,Executive,New York
46,Arts,M,Married,Professional,Chicago
46,Family,M,Married,Professional,DC
46,Arts,M,Married,Professional,Chicago
34,Music,F,Married,Executive,New York
34,Music,F,Married,Executive,Chicago
20,Music,M,Single,Executive,New York
20,Arts,M,Single,Other,Chicago
20,Arts,M,Single,Other,New York
26,Sports,F,Single,Other,Los Angeles
30,Music,F,Married,Executive,New York
30,Music,F,Married,Executive,New York
38,Music,F,Unspecified,Other,New York
38,Music,F,Unspecified,Other,New York
38,Music,F,Unspecified,Other,New York
27,Sports,F,Single,Other,Los Angeles
48,Arts,F,Married,Other,Chicago
23,Arts,M,Single,Retail,Chicago
44,Arts,M,Single,Professional,Chicago
44,Music,M,Single,Professional,Chicago
20,Music,M,Single,Professional,New York
20,Music,M,Single,Professional,New York
20,Music,F,Single,Other,New York
20,Music,F,Single,Other,New York
40,Arts,M,Single,Sales,Chicago
40,Arts,M,Single,Sales,Chicago
40,Arts,M,Single,Sales,Chicago
40,Arts,M,Single,Sales,Chicago
23,Music,F,Single,Other,New York
23,Music,F,Single,Other,New York
23,Music,F,Single,Other,New York
19,Arts,M,Single,Other,Chicago
19,Arts,M,Single,Other,Chicago
19,Arts,M,Single,Other,Los Angeles
19,Arts,M,Single,Other,Los Angeles
45,Sports,F,Married,Professional,Los Angeles
45,Sports,F,Married,Professional,DC
45,Sports,F,Married,Professional,Los Angeles
56,Arts,F,Married,Other,Chicago
56,Arts,F,Married,Other,Chicago
26,Arts,F,Married,Other,Chicago
26,Arts,F,Married,Other,Chicago
26,Sports,F,Married,Other,Los Angeles
39,Sports,F,Unspecified,Hospitality,New York
39,Sports,F,Unspecified,Hospitality,Los Angeles
35,Music,M,Married,Other,New York
35,Music,M,Married,Other,New York
35,Music,M,Married,Other,New York
35,Music,M,Married,Other,New York
23,Arts,M,Single,Sales,New York
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
23,Music,M,Single,Sales,New York
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Los Angeles
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
20,Arts,M,Single,Professional,DC
20,Sports,M,Single,Professional,Los Angeles
20,Music,M,Single,Professional,New York
20,Music,M,Single,Professional,New York
23,Sports,M,Single,Other,New York
23,Arts,M,Single,Other,Chicago
43,Music,F,Married,Executive,New York
43,Music,F,Married,Executive,Los Angeles
43,Arts,F,Married,Executive,Los Angeles
21,Music,M,Single,Professional,New York
21,Music,M,Single,Professional,DC
42,Music,M,Married,Other,New York
42,Music,M,Married,Other,New York
42,Music,M,Married,Other,New York
42,Music,M,Married,Other,Los Angeles
40,Music,F,Married,Other,New York
40,Music,F,Married,Other,New York
40,Music,F,Married,Other,Chicago
40,Music,F,Married,Other,New York
27,Music,M,Single,Professional,New York
27,Music,M,Single,Professional,New York
22,Sports,F,Single,Student,Los Angeles
22,Sports,F,Single,Student,New York
29,Arts,F,Single,Other,Chicago
29,Sports,F,Single,Other,Los Angeles
29,Arts,F,Single,Other,Chicago
29,Arts,F,Single,Other,Chicago
29,Arts,F,Single,Other,Chicago
29,Arts,F,Single,Other,Los Angeles
29,Sports,F,Single,Other,Los Angeles
49,Family,M,Unspecified,Other,Chicago
49,Family,M,Unspecified,Other,Chicago
49,Family,M,Unspecified,Other,Chicago
49,Family,M,Unspecified,Other,DC
61,Arts,F,Married,Other,Chicago
61,Arts,F,Married,Other,Los Angeles
61,Family,F,Married,Other,Los Angeles
26,Arts,F,Single,Other,Chicago
26,Arts,F,Single,Other,DC
26,Arts,F,Single,Other,New York
38,Sports,F,Married,Professional,New York
38,Sports,F,Married,Professional,Los Angeles
38,Sports,F,Married,Professional,Los Angeles
50,Family,M,Unspecified,Other,Chicago
50,Family,M,Unspecified,Other,Chicago
50,Sports,M,Unspecified,Other,New York
50,Family,M,Unspecified,Other,Chicago
50,Family,M,Unspecified,Other,Chicago
46,Family,M,Married,Other,Chicago
46,Family,M,Married,Other,Chicago
46,Family,M,Married,Other,Los Angeles
46,Family,M,Married,Other,Chicago
46,Family,M,Married,Other,Chicago
31,Music,M,Married,Other,New York
31,Music,M,Married,Other,Chicago
31,Music,M,Married,Other,New York
23,Music,F,Single,Other,New York
23,Music,F,Single,Other,New York
23,Music,F,Single,Other,New York
23,Music,F,Single,Other,New York
23,Music,F,Single,Other,New York
19,Arts,M,Single,Sales,Chicago
19,Arts,M,Single,Sales,Chicago
19,Music,M,Single,Sales,New York
19,Arts,M,Single,Sales,Chicago
20,Arts,M,Single,Sales,Chicago
20,Arts,M,Single,Sales,Chicago
20,Music,M,Single,Sales,New York
29,Music,M,Single,Professional,Chicago
29,Music,M,Single,Professional,Chicago
29,Music,M,Single,Professional,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
36,Music,F,Married,Other,New York
30,Sports,F,Single,Professional,DC
30,Sports,F,Single,Professional,Los Angeles
27,Music,M,Married,Sales,New York
27,Music,M,Married,Sales,New York
25,Sports,F,Single,Retail,New York
25,Sports,F,Single,Retail,Los Angeles
23,Arts,M,Single,Other,Los Angeles
23,Sports,M,Single,Other,Los Angeles
51,Family,M,Married,Other,DC
51,Family,M,Married,Other,Chicago
51,Family,M,Married,Other,Chicago
44,Music,F,Married,Executive,New York
44,Music,F,Married,Executive,Los Angeles
44,Sports,F,Married,Executive,Los Angeles
25,Sports,F,Single,Student,Los Angeles
25,Sports,F,Single,Student,New York
38,Music,M,Married,Executive,New York
38,Music,M,Married,Executive,New York
36,Sports,M,Single,Other,New York
36,Arts,M,Single,Other,Chicago
42,Music,F,Unspecified,Hospitality,Los Angeles
42,Sports,F,Unspecified,Hospitality,Los Angeles
42,Music,F,Unspecified,Hospitality,Chicago
27,Sports,F,Single,Professional,New York
27,Sports,F,Single,Professional,Los Angeles
27,Sports,F,Single,Professional,Los Angeles
27,Sports,M,Single,Student,Los Angeles
27,Music,M,Single,Student,New York
27,Music,F,Single,Other,New York
27,Music,F,Single,Other,New York
21,Music,M,Single,Professional,New York
21,Arts,M,Single,Professional,Chicago
21,Music,M,Single,Professional,New York
21,Music,M,Single,Professional,New York
41,Music,M,Married,Other,New York
41,Music,M,Married,Other,New York
41,Music,M,Married,Other,New York
44,Sports,F,Married,Retired,New York
44,Sports,F,Married,Retired,Los Angeles
44,Sports,F,Married,Retired,Los Angeles
34,Music,M,Married,Other,Chicago
34,Music,M,Married,Other,DC
34,Music,M,Married,Other,New York
34,Music,M,Married,Other,New York
30,Sports,F,Single,Retail,Los Angeles
30,Sports,F,Single,Retail,Los Angeles
36,Sports,F,Single,Professional,New York
36,Sports,F,Single,Professional,New York
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,Los Angeles
30,Music,M,Married,Other,New York
31,Music,M,Married,Sales,New York
31,Music,M,Married,Sales,New York
19,Music,F,Single,Other,New York
19,Music,F,Single,Other,New York
28,Sports,M,Single,Student,Los Angeles
28,Sports,M,Single,Student,DC
27,Sports,F,Single,Retail,Los Angeles
27,Sports,F,Single,Retail,Los Angeles
36,Music,M,Married,Sales,New York
36,Music,M,Married,Sales,New York
48,Sports,M,Married,Professional,New York
48,Music,M,Married,Professional,New York
48,Arts,M,Married,Professional,DC
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
23,Music,M,Single,Other,New York
23,Sports,M,Single,Other,New York
40,Music,M,Married,Other,New York
40,Music,M,Married,Other,DC
40,Music,M,Married,Other,New York
29,Music,F,Single,Other,New York
29,Music,F,Single,Other,New York
29,Music,F,Single,Other,New York
29,Music,F,Single,Other,New York
29,Music,F,Single,Other,New York
21,Sports,F,Single,Other,Los Angeles
21,Sports,F,Single,Other,Los Angeles
21,Music,F,Single,Other,New York
29,Music,M,Single,Other,New York
29,Music,M,Single,Other,New York
29,Music,M,Single,Other,DC
26,Arts,F,Single,Other,Chicago
26,Music,F,Single,Other,New York
26,Sports,F,Single,Other,New York
26,Music,M,Married,Sales,New York
26,Music,M,Married,Sales,New York
28,Arts,F,Married,Other,Chicago
28,Arts,F,Married,Other,Chicago
28,Arts,F,Married,Other,Chicago
43,Music,M,Married,Trades,New York
43,Music,M,Married,Trades,New York
43,Music,M,Married,Trades,DC
43,Music,M,Married,Trades,New York
43,Music,M,Married,Trades,New York
43,Music,M,Married,Trades,New York
28,Music,F,Married,Executive,New York
28,Music,F,Married,Executive,New York
33,Music,F,Married,Other,New York
33,Music,F,Married,Other,New York
33,Music,F,Married,Other,New York
33,Music,M,Married,Executive,New York
33,Music,M,Married,Executive,New York
33,Music,M,Married,Executive,New York
33,Music,M,Married,Executive,New York
33,Music,M,Married,Executive,Los Angeles
33,Music,M,Married,Executive,New York
29,Music,M,Single,Professional,New York
29,Sports,M,Single,Professional,Los Angeles
29,Music,M,Single,Professional,New York
34,Music,M,Married,Other,New York
34,Music,M,Married,Other,New York
34,Music,M,Married,Other,New York
34,Music,M,Married,Other,New York
28,Sports,F,Single,Other,Los Angeles
28,Sports,F,Single,Other,Los Angeles
35,Music,F,Married,Other,New York
35,Music,F,Married,Other,New York
35,Music,F,Married,Other,New York
35,Music,F,Married,Other,New York
35,Family ,F,Married,Other,Los Angeles
35,Music,F,Married,Other,New York
35,Music,F,Married,Other,New York
35,Music,F,Married,Other,New York
55,Arts,F,Married,Other,Chicago
55,Arts,F,Married,Other,Chicago
23,Music,M,Single,Trades,DC
23,Music,M,Single,Trades,New York
23,Music,M,Single,Trades,New York
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
23,Arts,F,Single,Other,Chicago
23,Arts,F,Single,Other,Chicago
23,Arts,F,Single,Other,Chicago
23,Arts,F,Single,Other,Chicago
23,Sports,F,Single,Other,Los Angeles
19,Sports,M,Single,Trades,Los Angeles
19,Music,M,Single,Trades,New York
19,Music,M,Single,Trades,DC
19,Music,M,Single,Trades,Chicago
35,Music,M,Married,Other,New York
35,Music,M,Married,Other,New York
35,Sports,M,Married,Other,Chicago
35,Music,M,Married,Other,New York
44,Family,M,Married,Other,Chicago
44,Family,M,Married,Other,Chicago
44,Family,M,Married,Other,Chicago
35,Music,M,Married,Sales,New York
35,Music,M,Married,Sales,New York
37,Music,M,Married,Sales,New York
37,Music,M,Married,Sales,DC
40,Music,M,Married,Other,Chicago
40,Music,M,Married,Other,New York
29,Sports,F,Single,Student,Los Angeles
29,Sports,F,Single,Student,New York
32,Music,F,Married,Executive,New York
32,Music,F,Married,Executive,New York
32,Music,F,Married,Executive,New York
19,Sports,M,Single,Other,New York
19,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
23,Sports,M,Single,Other,Los Angeles
23,Arts,M,Single,Other,Chicago
43,Music,F,Married,Other,New York
43,Music,F,Married,Other,New York
29,Sports,M,Single,Student,Los Angeles
29,Sports,M,Single,Student,Los Angeles
40,Arts,M,Married,Professional,Chicago
40,Arts,M,Married,Professional,Chicago
40,Arts,M,Married,Professional,Chicago
40,Arts,M,Married,Professional,Chicago
63,Arts,F,Married,Other,Chicago
63,Arts,F,Married,Other,Chicago
63,Arts,F,Married,Other,Chicago
26,Arts,M,Single,Trades,New York
26,Arts,M,Single,Trades,Chicago
26,Arts,M,Single,Trades,Chicago
54,Sports,F,Married,Retired,Los Angeles
54,Sports,F,Married,Retired,Los Angeles
54,Music,F,Married,Retired,Los Angeles
26,Sports,F,Single,Other,Los Angeles
26,Sports,F,Single,Other,Los Angeles
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,New York
45,Sports,F,Unspecified,Hospitality,Los Angeles
45,Sports,F,Unspecified,Hospitality,Los Angeles
45,Sports,F,Unspecified,Hospitality,New York
29,Sports,F,Single,Other,Los Angeles
29,Sports,F,Single,Other,New York
23,Arts,F,Married,Other,New York
23,Arts,F,Married,Other,Chicago
23,Arts,F,Married,Other,Chicago
23,Music,F,Married,Other,Chicago
27,Arts,M,Single,Trades,New York
27,Arts,M,Single,Trades,Chicago
22,Sports,M,Single,Student,New York
22,Sports,M,Single,Student,Los Angeles
22,Sports,M,Single,Student,New York
49,Music,F,Married,Executive,New York
49,Music,F,Married,Executive,New York
49,Music,F,Married,Executive,New York
49,Music,F,Married,Executive,New York
49,Music,F,Married,Executive,New York
29,Arts,F,Married,Other,Chicago
29,Arts,F,Married,Other,Chicago
29,Arts,F,Married,Other,Chicago
29,Arts,F,Married,Other,Chicago
